method,model,n_poses,source_a,source_b,n_targets,delta_pcc_a_minus_b,delta_pcc_ci_low,delta_pcc_ci_high,delta_pcc_p_two_sided,n_boot_pcc,delta_rmse_a_minus_b,delta_rmse_ci_low,delta_rmse_ci_high,delta_rmse_p_two_sided,n_boot_rmse
mean,ehign_pla,20,gnina-apo,gnina-af3,284,0.005654915876072919,-0.06359956538833775,0.06985972101114779,0.8717,20000,-0.13521212529794635,-0.23794396990989936,-0.028578605885951718,0.0145,20000
mean,ehign_pla,20,gnina-apo,alphafold3,270,-0.18405654097224328,-0.2726263186528763,-0.09817091008477395,0.0001,20000,0.6594063620170405,0.47954851867212994,0.8424044133035287,0.0,20000
mean,ehign_pla,20,gnina-af3,alphafold3,270,-0.19028188515825223,-0.27233032198082513,-0.11196757907285716,0.0,20000,0.7916668943655246,0.6211247852540193,0.9617259751657409,0.0,20000
mean,ehign_pla,30,gnina-crystal,gnina-apo,282,0.17042527201554714,0.10802961804369046,0.236176108010423,0.0,20000,-0.5029414297766956,-0.6245956437125734,-0.37950778998725265,0.0,20000
mean,ehign_pla,30,gnina-crystal,gnina-af3,282,0.1971950098650293,0.1369093567623538,0.26237035001090525,0.0,20000,-0.6595060966693514,-0.7835932595118615,-0.5359799414407015,0.0,20000
mean,ehign_pla,30,gnina-crystal,alphafold3,269,0.006627053364700097,-0.05132326913975989,0.06681643286642545,0.828,20000,0.16660401815686454,0.02354025601548677,0.3093498350593132,0.023,20000
mean,ehign_pla,30,gnina-apo,gnina-af3,284,0.022418176094659847,-0.034127046414073596,0.07906642897866675,0.4439,20000,-0.15314615080169425,-0.24416112495648642,-0.06271491562534354,0.0006,20000
mean,ehign_pla,30,gnina-apo,alphafold3,270,-0.17002514914304884,-0.25432347058471605,-0.08718477682322483,0.0002,20000,0.6611065997917012,0.4856155394860361,0.8372822112128044,0.0,20000
mean,ehign_pla,30,gnina-af3,alphafold3,270,-0.19321537220772472,-0.27572278488170954,-0.11415882925665854,0.0,20000,0.8130950361045083,0.6405666734094678,0.9837014614688228,0.0,20000
mean,ehign_pla,50,gnina-crystal,gnina-apo,282,0.16675342016234984,0.10132683541957607,0.23581581882358385,0.0,20000,-0.46507161794429197,-0.5914234481227243,-0.34200339273023794,0.0,20000
mean,ehign_pla,50,gnina-crystal,gnina-af3,282,0.18945608926670787,0.13125050361047372,0.2518601707698382,0.0,20000,-0.6014034870054157,-0.7177149429093109,-0.4860844604251266,0.0,20000
mean,ehign_pla,50,gnina-crystal,alphafold3,269,-0.0066984078584672035,-0.06683225878896289,0.055645267109432434,0.8333,20000,0.2544306841040129,0.10768548245160281,0.4014810578675585,0.0009,20000
mean,ehign_pla,50,gnina-apo,gnina-af3,284,0.01987153577293327,-0.039608064702209136,0.07771486359490942,0.5147,20000,-0.13343131318006618,-0.22270690152519917,-0.04356266092575535,0.0037,20000
mean,ehign_pla,50,gnina-apo,alphafold3,270,-0.17686740318282984,-0.263784221386704,-0.09124403964648825,0.0002,20000,0.7075865747729474,0.5278679280311256,0.8877001234348628,0.0,20000
mean,ehign_pla,50,gnina-af3,alphafold3,270,-0.19919583088170695,-0.28122285062123453,-0.11996332744221572,0.0,20000,0.8449510652153134,0.673226557162919,1.0153625277157448,0.0,20000
mean,ehign_pla,100,gnina-crystal,gnina-apo,282,0.1372127279720442,0.07305299245411224,0.20577927277501892,0.0002,20000,-0.3984701271587472,-0.5221624466121575,-0.28281289038344415,0.0,20000
mean,ehign_pla,100,gnina-crystal,gnina-af3,282,0.15807708541700938,0.09975176798161378,0.22001820650929624,0.0,20000,-0.5080216862570208,-0.6148361108998457,-0.4023022727910095,0.0,20000
mean,ehign_pla,100,gnina-crystal,alphafold3,269,-0.03503992984932219,-0.0987339450115987,0.030028151880334787,0.2783,20000,0.38064178014117633,0.23216538815014987,0.5297587795758774,0.0,20000
mean,ehign_pla,100,gnina-apo,gnina-af3,284,0.019301845403802087,-0.04148764322413976,0.07750147306577086,0.5331,20000,-0.10780973721499199,-0.19113864086238994,-0.020556853452050022,0.0158,20000
mean,ehign_pla,100,gnina-apo,alphafold3,270,-0.1762135560020161,-0.2635304864448609,-0.08867915808573508,0.0002,20000,0.7672694122948441,0.5862101233813658,0.9483519204548063,0.0,20000
mean,ehign_pla,100,gnina-af3,alphafold3,270,-0.19735879325306804,-0.27887072169076593,-0.1185789184139412,0.0,20000,0.8791480984715047,0.7114598653584743,1.048666066186598,0.0,20000
mean,gign,1,gnina-crystal,gnina-apo,280,0.33245384534184047,0.24316654972970012,0.42737001059838237,0.0,20000,-0.8168187333671856,-0.998474273581968,-0.6294100533953408,0.0,20000
mean,gign,1,gnina-crystal,gnina-af3,282,0.3528318570659389,0.27048550520891856,0.44078249378109763,0.0,20000,-0.9940893180519036,-1.1727701140145086,-0.8167155252382821,0.0,20000
mean,gign,1,gnina-crystal,alphafold3,269,0.10089419958754042,0.04580689044901787,0.1601656729240804,0.0004,20000,-0.2848264080053726,-0.42047626867578064,-0.14520598221160194,0.0,20000
mean,gign,1,gnina-apo,gnina-af3,282,0.012216088611633008,-0.08953403671856226,0.11252095020754989,0.8101,20000,-0.1505009252229561,-0.3075092245552903,0.006821210975106688,0.0598,20000
mean,gign,1,gnina-apo,alphafold3,268,-0.235450125682295,-0.3317619820042802,-0.14389678591884836,0.0,20000,0.5487103286662258,0.3670650465798238,0.7307138637978035,0.0,20000
mean,gign,1,gnina-af3,alphafold3,270,-0.23955549046706454,-0.3392310787001419,-0.14224099268850068,0.0,20000,0.6849346366490209,0.4958205290571594,0.876900683047756,0.0,20000
mean,gign,2,gnina-crystal,gnina-apo,281,0.27953868793825903,0.20090855521342266,0.3634793107301317,0.0,20000,-0.7234918499325544,-0.8885016537080462,-0.559945043791261,0.0,20000
mean,gign,2,gnina-crystal,gnina-af3,282,0.3066467552869667,0.22609018561281055,0.393080860129293,0.0,20000,-0.9074413249584733,-1.071480498581359,-0.7463919425955906,0.0,20000
mean,gign,2,gnina-crystal,alphafold3,269,0.08633204816554546,0.031715770815043925,0.14636112696158948,0.0021,20000,-0.21821122087788047,-0.35402183314440827,-0.0838916543942233,0.0017,20000
mean,gign,2,gnina-apo,gnina-af3,283,0.02442190361521898,-0.056048039463652666,0.10271316004400106,0.564,20000,-0.16562286970535045,-0.28811054941403785,-0.04191389578865897,0.0084,20000
mean,gign,2,gnina-apo,alphafold3,269,-0.19152115781811613,-0.2851008540267596,-0.10256014314600177,0.0001,20000,0.5058329706787474,0.3250884830881087,0.6893759554790965,0.0,20000
mean,gign,2,gnina-af3,alphafold3,270,-0.20475394772193745,-0.30040009609198765,-0.1120670038279882,0.0,20000,0.6551139892494379,0.4792350488282871,0.8331328046941623,0.0,20000
mean,gign,3,gnina-crystal,gnina-apo,281,0.2611303181919831,0.1914640094921944,0.3374074004206533,0.0,20000,-0.6948443856970187,-0.8376541406157844,-0.555535502890227,0.0,20000
mean,gign,3,gnina-crystal,gnina-af3,282,0.3038070697137259,0.22880371184726903,0.3846373801540413,0.0,20000,-0.8944905881699484,-1.0390328168980876,-0.7525123401601247,0.0,20000
mean,gign,3,gnina-crystal,alphafold3,269,0.09481756706420891,0.04114528148168958,0.1552328360973696,0.0006,20000,-0.21096557515925962,-0.34511603812228914,-0.08058730192897089,0.0018,20000
mean,gign,3,gnina-apo,gnina-af3,283,0.041083248414461704,-0.03100022181092797,0.11305680522904764,0.2715,20000,-0.18236861220099532,-0.29038925930999054,-0.07240795597170897,0.001,20000
mean,gign,3,gnina-apo,alphafold3,269,-0.1622381663790028,-0.2520906427312208,-0.07432530315770368,0.0003,20000,0.47839003761795174,0.29733815399506536,0.6568152921360747,0.0,20000
mean,gign,3,gnina-af3,alphafold3,270,-0.19054378635171493,-0.2844720406999874,-0.09951305090414343,0.0,20000,0.6477318942180409,0.4720814924572755,0.8230462628460841,0.0,20000
mean,gign,5,gnina-crystal,gnina-apo,281,0.26122970370001986,0.19504010206414418,0.33487339309812264,0.0,20000,-0.6602022663392443,-0.7852506092902243,-0.5375682880922044,0.0,20000
mean,gign,5,gnina-crystal,gnina-af3,282,0.2981795967226699,0.2257065370984791,0.3762170920190909,0.0,20000,-0.8476754299083725,-0.9782933091756175,-0.7174809685333569,0.0,20000
mean,gign,5,gnina-crystal,alphafold3,269,0.07395960066991641,0.02374541554287423,0.13012997361755158,0.0038,20000,-0.1244547387220879,-0.252705714764164,0.001980136452392447,0.0536,20000
mean,gign,5,gnina-apo,gnina-af3,283,0.03489993718804896,-0.03357732569501486,0.10402425551962911,0.3189,20000,-0.1698118896966787,-0.27076808521679757,-0.07005290335530708,0.0009,20000
mean,gign,5,gnina-apo,alphafold3,269,-0.18242264763137128,-0.27432927958762204,-0.09278569841791598,0.0001,20000,0.5247717376715351,0.3448961896717711,0.7026675723925078,0.0,20000
mean,gign,5,gnina-af3,alphafold3,270,-0.20683589037375982,-0.30079738681101675,-0.11540670179219013,0.0,20000,0.6858417290042761,0.5124824304237476,0.8596577623176399,0.0,20000
mean,gign,10,gnina-crystal,gnina-apo,281,0.21440429626718044,0.1504758882290561,0.2858272747520296,0.0,20000,-0.5341783760833446,-0.6485135055861964,-0.4221254854431728,0.0,20000
mean,gign,10,gnina-crystal,gnina-af3,282,0.2389773968743215,0.17060976577692083,0.3128402721547381,0.0,20000,-0.7127050860289106,-0.8318545210957546,-0.5911292767795515,0.0,20000
mean,gign,10,gnina-crystal,alphafold3,269,0.0436458276223019,-0.01255972072824169,0.1049379068642495,0.1306,20000,0.007729338765813831,-0.13122498063630636,0.14661346189164043,0.9155,20000
mean,gign,10,gnina-apo,gnina-af3,283,0.019962944775061775,-0.045047207438500644,0.08474335048378165,0.5471,20000,-0.15869454298153873,-0.2513554038232433,-0.06699985117210654,0.0006,20000
mean,gign,10,gnina-apo,alphafold3,269,-0.16616273269655418,-0.2592876304878363,-0.0768952886211945,0.0003,20000,0.5240174364575937,0.34637976472479637,0.7032012108361867,0.0,20000
mean,gign,10,gnina-af3,alphafold3,270,-0.18287802158503202,-0.27902991378455794,-0.0890620657475945,0.0002,20000,0.685033514687318,0.5060747562830388,0.865263614132652,0.0,20000
mean,gign,20,gnina-crystal,gnina-apo,282,0.2005520335187987,0.12685506982981434,0.28739125712018787,0.0,20000,-0.4612877516194809,-0.5957989503825329,-0.3429594695409309,0.0,20000
mean,gign,20,gnina-crystal,gnina-af3,282,0.22018068746540692,0.15030432290771537,0.29426276895285497,0.0,20000,-0.5792086464918682,-0.6860720339690582,-0.4700502551227125,0.0,20000
mean,gign,20,gnina-crystal,alphafold3,269,0.0019151066019806318,-0.05953510398870277,0.06709106312448566,0.9522,20000,0.18305079260180057,0.03073556547814255,0.3342285273659727,0.0169,20000
mean,gign,20,gnina-apo,gnina-af3,284,0.015821694017056798,-0.06482546593430051,0.08571353097125697,0.6851,20000,-0.11328789194588507,-0.20742184454606233,-0.010704370352451382,0.0318,20000
mean,gign,20,gnina-apo,alphafold3,270,-0.19395376462539526,-0.2929057217714831,-0.0988001172459339,0.0,20000,0.6241727207295156,0.4386943721642403,0.8101075768247648,0.0,20000
mean,gign,20,gnina-af3,alphafold3,270,-0.2097539856860404,-0.3085660615416585,-0.11255567707141735,0.0,20000,0.7348459401063044,0.5524047746212624,0.9161303768774601,0.0,20000
mean,gign,30,gnina-crystal,gnina-apo,282,0.16780226754112915,0.10090800460645326,0.2409634291334151,0.0,20000,-0.3902828903217256,-0.4974554213158707,-0.28634061619363216,0.0,20000
mean,gign,30,gnina-crystal,gnina-af3,282,0.21631462641928817,0.14654557546173105,0.29009019450023454,0.0,20000,-0.5151595103288008,-0.6171145907820734,-0.41138163928086424,0.0,20000
mean,gign,30,gnina-crystal,alphafold3,269,-0.01853315874370348,-0.08378160293818807,0.050151670213856483,0.5902,20000,0.27033092343719445,0.1129829035995258,0.4272713470833061,0.0006,20000
mean,gign,30,gnina-apo,gnina-af3,284,0.043493558365935436,-0.01906678678047357,0.10587288970088565,0.1752,20000,-0.12013563171557085,-0.20283913364172576,-0.040315024358639935,0.0037,20000
mean,gign,30,gnina-apo,alphafold3,270,-0.1804777714942815,-0.27082822558526076,-0.09134044090258997,0.0002,20000,0.6395853714872871,0.46058454990161873,0.8144006441894629,0.0,20000
mean,gign,30,gnina-af3,alphafold3,270,-0.22623066457384308,-0.32598544119510425,-0.12661859128733555,0.0,20000,0.7612865573975244,0.5762745372195465,0.9447800477493778,0.0,20000
mean,gign,50,gnina-crystal,gnina-apo,282,0.16015424021447433,0.09033729715112733,0.2356677262119734,0.0,20000,-0.3433846445442248,-0.4463506238171459,-0.24477980209214092,0.0,20000
mean,gign,50,gnina-crystal,gnina-af3,282,0.2077508900134462,0.13912016024657345,0.2806052985520812,0.0,20000,-0.4494035813260725,-0.5458503457153352,-0.3515201534412722,0.0,20000
mean,gign,50,gnina-crystal,alphafold3,269,-0.02975148652166909,-0.09878671031696153,0.040556185517325725,0.3973,20000,0.34042204020259403,0.18155291156315279,0.5012201287384396,0.0001,20000
mean,gign,50,gnina-apo,gnina-af3,284,0.043359036873182655,-0.016673470649721876,0.10371372020145947,0.1564,20000,-0.10200691523380212,-0.18012863564372691,-0.02674835135641533,0.0068,20000
mean,gign,50,gnina-apo,alphafold3,270,-0.18480017527262754,-0.2790634527058609,-0.09224842666779066,0.0002,20000,0.6651178228330207,0.48634767870418877,0.8391432595932982,0.0,20000
mean,gign,50,gnina-af3,alphafold3,270,-0.23133428793290264,-0.33094075701865033,-0.13269302137219782,0.0,20000,0.7696570599343946,0.585660513995566,0.9516972961008816,0.0,20000
mean,gign,100,gnina-crystal,gnina-apo,282,0.14310723506923972,0.07151117103952778,0.22232646401933556,0.0002,20000,-0.2891002730859624,-0.386769083341506,-0.19734962234068992,0.0,20000
mean,gign,100,gnina-crystal,gnina-af3,282,0.1801506214209323,0.11378628115135657,0.250690653808868,0.0,20000,-0.35350854131770204,-0.44320747161317336,-0.2657243407942879,0.0,20000
mean,gign,100,gnina-crystal,alphafold3,269,-0.05224172040610253,-0.1274137903849901,0.022290833283518528,0.1684,20000,0.43685900486490326,0.27824694324246835,0.6007794369331033,0.0,20000
mean,gign,100,gnina-apo,gnina-af3,284,0.03300957840696453,-0.02500970237683254,0.09152712560476121,0.2683,20000,-0.061925366497351364,-0.13507417228867924,0.00926922222327031,0.0925,20000
mean,gign,100,gnina-apo,alphafold3,270,-0.19365459559005443,-0.2923025197605036,-0.09783793777275936,0.0001,20000,0.7097147327756493,0.5308882929542189,0.8833219642179785,0.0,20000
mean,gign,100,gnina-af3,alphafold3,270,-0.23121545846560107,-0.3302567776798563,-0.1341637472226815,0.0,20000,0.7784990504957074,0.5992990228270776,0.9556713645002839,0.0,20000
mean,onionnet-2,1,gnina-crystal,gnina-apo,284,0.1830037332461723,0.11322774068411066,0.2532304805505311,0.0,20000,-0.45714979684841406,-0.5985693406196698,-0.3104571039794055,0.0,20000
mean,onionnet-2,1,gnina-crystal,gnina-af3,284,0.2560924791719573,0.17467410809802228,0.33842520156064854,0.0,20000,-0.7801864769016174,-0.9391808935904633,-0.614556307284695,0.0,20000
mean,onionnet-2,1,gnina-crystal,alphafold3,284,0.1862988117578145,0.11661970920973766,0.2595271474675507,0.0,20000,-0.4258455256545701,-0.5531022081425766,-0.2945329603324044,0.0,20000
mean,onionnet-2,1,gnina-apo,gnina-af3,285,0.06908769298806516,-0.018325773220650595,0.15706489846745697,0.123,20000,-0.3172997606962634,-0.4703696404724881,-0.16738258088065652,0.0,20000
mean,onionnet-2,1,gnina-apo,alphafold3,285,0.002929800556635276,-0.08103592436366872,0.08734395981466957,0.9462,20000,0.030976993502195405,-0.11809366705902846,0.18112572642654803,0.6876,20000
mean,onionnet-2,1,gnina-af3,alphafold3,285,-0.06533470223870808,-0.1573087831536021,0.022610205154088504,0.1439,20000,0.347305208104299,0.19981521956302917,0.4972923441181992,0.0,20000
mean,onionnet-2,2,gnina-crystal,gnina-apo,284,0.15579880154580117,0.09183333121807229,0.2186219067290309,0.0,20000,-0.41088558777321704,-0.5372751023711163,-0.27843953859617376,0.0,20000
mean,onionnet-2,2,gnina-crystal,gnina-af3,284,0.22268282675987572,0.1458646607242086,0.3002522464933558,0.0,20000,-0.7447715216145143,-0.8971986847402461,-0.5848848112824715,0.0,20000
mean,onionnet-2,2,gnina-crystal,alphafold3,284,0.17739251880473939,0.10941015731542093,0.2500172456625359,0.0,20000,-0.39343771017762064,-0.5166215168271729,-0.265787546262767,0.0,20000
mean,onionnet-2,2,gnina-apo,gnina-af3,285,0.0631035467934209,-0.008137213147919901,0.1362563010868185,0.081,20000,-0.3286883557372844,-0.4576858682096833,-0.20195364227554752,0.0,20000
mean,onionnet-2,2,gnina-apo,alphafold3,285,0.0209997890022936,-0.05584990417172318,0.09939765869197445,0.5935,20000,0.017615343894320068,-0.12087046578158372,0.1561291399480707,0.8039,20000
mean,onionnet-2,2,gnina-af3,alphafold3,285,-0.04196022943483013,-0.12436475929413668,0.03883106448202275,0.3093,20000,0.3454774374716162,0.209967498016852,0.4848081587051191,0.0,20000
mean,onionnet-2,3,gnina-crystal,gnina-apo,284,0.15868192017702093,0.09625437035428783,0.22052217976179347,0.0,20000,-0.4162060069896998,-0.5364676513171979,-0.28814720704350544,0.0,20000
mean,onionnet-2,3,gnina-crystal,gnina-af3,284,0.22857728283915413,0.1568878563602394,0.30280598602545844,0.0,20000,-0.7438146932034483,-0.8859006906617491,-0.5933251307835773,0.0,20000
mean,onionnet-2,3,gnina-crystal,alphafold3,284,0.1734696739565188,0.10448973222546812,0.2474838897772649,0.0,20000,-0.37582668975431,-0.4999381155976773,-0.2465517740459649,0.0,20000
mean,onionnet-2,3,gnina-apo,gnina-af3,285,0.06569187284307271,0.0007361042491310621,0.13187772692208913,0.0467,20000,-0.32188493324026424,-0.43885601625131476,-0.21052014092285415,0.0,20000
mean,onionnet-2,3,gnina-apo,alphafold3,285,0.013724332762383828,-0.06625886453571797,0.09469571077936437,0.7353,20000,0.040738296516062644,-0.09960983210933211,0.1824542870904893,0.5748,20000
mean,onionnet-2,3,gnina-af3,alphafold3,285,-0.05181427382604692,-0.12875516885101182,0.02414565916565043,0.1818,20000,0.3625727319512315,0.23562266299863788,0.49164829489434886,0.0,20000
mean,onionnet-2,5,gnina-crystal,gnina-apo,284,0.13347698385839402,0.0749313154488353,0.19217391994437638,0.0,20000,-0.367934725000841,-0.4808101107707364,-0.2494022019921551,0.0,20000
mean,onionnet-2,5,gnina-crystal,gnina-af3,284,0.20911017433136636,0.1409815285494123,0.27728915169765395,0.0,20000,-0.6975463153792635,-0.8291495117967574,-0.55863856754327,0.0,20000
mean,onionnet-2,5,gnina-crystal,alphafold3,284,0.15823083181344283,0.09070638951277019,0.22933394350990793,0.0,20000,-0.3261677402025397,-0.4451183190819452,-0.20314196066660967,0.0,20000
mean,onionnet-2,5,gnina-apo,gnina-af3,285,0.07124542291045682,0.009908490926005051,0.13567602848838722,0.0221,20000,-0.3247673514257946,-0.43680421672837655,-0.21879670090184652,0.0,20000
mean,onionnet-2,5,gnina-apo,alphafold3,285,0.023994246150034315,-0.05732436237952262,0.10700245029338501,0.5641,20000,0.04204560015435599,-0.10048308053201753,0.18560678328701033,0.5732,20000
mean,onionnet-2,5,gnina-af3,alphafold3,285,-0.04726656878996455,-0.12440987720756992,0.029798717507836744,0.2257,20000,0.36654112436374386,0.23938554922713143,0.495112117694893,0.0,20000
mean,onionnet-2,10,gnina-crystal,gnina-apo,284,0.09944606121340721,0.04431305272384909,0.15389707643536696,0.0005,20000,-0.2949981892906195,-0.39577168791503453,-0.1880264088122616,0.0,20000
mean,onionnet-2,10,gnina-crystal,gnina-af3,284,0.18540597070879078,0.11990489508466315,0.2515841029313041,0.0,20000,-0.6243149360518447,-0.7470781009227772,-0.49592815617534897,0.0,20000
mean,onionnet-2,10,gnina-crystal,alphafold3,284,0.12527842064484124,0.05598768319776979,0.1993203522719588,0.0003,20000,-0.2261047266156867,-0.3521449700594966,-0.0995390040200522,0.0005,20000
mean,onionnet-2,10,gnina-apo,gnina-af3,285,0.08264505696984598,0.02368525867729484,0.14447507713064295,0.0055,20000,-0.3257659018470829,-0.4317253188233798,-0.22426740652529528,0.0,20000
mean,onionnet-2,10,gnina-apo,alphafold3,285,0.025536583299740512,-0.05716437148681196,0.11069449779933001,0.5485,20000,0.06755627720409052,-0.07680192561519018,0.21277720613406795,0.3624,20000
mean,onionnet-2,10,gnina-af3,alphafold3,285,-0.05751572634796631,-0.13439003306063058,0.02042885383236147,0.145,20000,0.39345513132190957,0.2666042317628866,0.5201591603146984,0.0,20000
mean,onionnet-2,20,gnina-crystal,gnina-apo,284,0.07462080148914008,0.01895411757419303,0.12774530714909546,0.0083,20000,-0.23759468352613333,-0.33179495860111474,-0.13664685275142588,0.0,20000
mean,onionnet-2,20,gnina-crystal,gnina-af3,284,0.1719787755490621,0.1071914122193079,0.23635592044311457,0.0,20000,-0.5659907015791182,-0.6793652104008542,-0.4474391577772798,0.0,20000
mean,onionnet-2,20,gnina-crystal,alphafold3,284,0.10340071772913925,0.03108492796677573,0.1801565424935629,0.0046,20000,-0.14113516435246498,-0.27100076518310373,-0.012757332060954299,0.0304,20000
mean,onionnet-2,20,gnina-apo,gnina-af3,285,0.09350802955067924,0.0360675119932092,0.15396034269749864,0.0012,20000,-0.3251532758657143,-0.42536829053113756,-0.23040409054836453,0.0,20000
mean,onionnet-2,20,gnina-apo,alphafold3,285,0.02797746523724748,-0.05358282082366832,0.11281174910478725,0.5058,20000,0.09525554722844787,-0.0465477518329239,0.23704291351027287,0.1933,20000
mean,onionnet-2,20,gnina-af3,alphafold3,285,-0.06635763809057033,-0.14556756757338615,0.01471027734395183,0.1079,20000,0.42033155372806696,0.29205160477405584,0.5491372030147955,0.0,20000
mean,onionnet-2,30,gnina-crystal,gnina-apo,284,0.05835646126652322,0.0038172257860291194,0.10980361563413443,0.0365,20000,-0.19256818379285778,-0.28179917812585714,-0.09726355455454504,0.0003,20000
mean,onionnet-2,30,gnina-crystal,gnina-af3,284,0.15816244942110141,0.09479911153531559,0.2221395281460132,0.0,20000,-0.5201487797390857,-0.6287982116056312,-0.4061591805881142,0.0,20000
mean,onionnet-2,30,gnina-crystal,alphafold3,284,0.08860735339165515,0.015523308457031783,0.16652444464816496,0.0159,20000,-0.08707639383125809,-0.21785325117414814,0.04198459556860943,0.1891,20000
mean,onionnet-2,30,gnina-apo,gnina-af3,285,0.09666939574345584,0.03948800007789146,0.15621280960286746,0.0006,20000,-0.3248417841867638,-0.42321404901560394,-0.23117309872331437,0.0,20000
mean,onionnet-2,30,gnina-apo,alphafold3,285,0.029668584088710814,-0.052553607927626186,0.1151383999709407,0.4841,20000,0.10392032221326974,-0.037222975689216516,0.24574420138569453,0.1577,20000
mean,onionnet-2,30,gnina-af3,alphafold3,285,-0.06750482698602245,-0.14722665321935377,0.013973007488388312,0.104,20000,0.42869676211227425,0.2993847780841231,0.5596301257695757,0.0,20000
mean,onionnet-2,50,gnina-crystal,gnina-apo,284,0.045856791485363424,-0.008188997728735362,0.09728261269192068,0.096,20000,-0.15132224678324913,-0.2351444143507028,-0.06063783800258061,0.0014,20000
mean,onionnet-2,50,gnina-crystal,gnina-af3,284,0.1485860260432033,0.08572350826185342,0.21100335055974484,0.0,20000,-0.4768400070267903,-0.5801717413556468,-0.3689461019632441,0.0,20000
mean,onionnet-2,50,gnina-crystal,alphafold3,284,0.07729457389743943,0.0018045676655329282,0.15726117613258486,0.0446,20000,-0.03444633623212723,-0.1673639649788678,0.09721638780625795,0.6091,20000
mean,onionnet-2,50,gnina-apo,gnina-af3,285,0.10001334972783904,0.0432732053015583,0.15921761350348007,0.0006,20000,-0.3235770457104322,-0.41799380328867713,-0.23297361268352915,0.0,20000
mean,onionnet-2,50,gnina-apo,alphafold3,285,0.031165819672682282,-0.05242750426187512,0.11720004250690522,0.4736,20000,0.11510466010466303,-0.02639735050677018,0.25617297788492277,0.1176,20000
mean,onionnet-2,50,gnina-af3,alphafold3,285,-0.06975893338704992,-0.14950774430416716,0.012619573807455141,0.0947,20000,0.4381772460876643,0.3082959120342379,0.5689992714322497,0.0,20000
mean,onionnet-2,100,gnina-crystal,gnina-apo,284,0.030068617872290482,-0.023960988054175594,0.08212959702071296,0.2638,20000,-0.09752268180668833,-0.17890653380758254,-0.010410234069562027,0.0298,20000
mean,onionnet-2,100,gnina-crystal,gnina-af3,284,0.12883982151366263,0.06684903994392248,0.19074693491713074,0.0001,20000,-0.41351606973736366,-0.512121668479882,-0.31113195668513455,0.0,20000
mean,onionnet-2,100,gnina-crystal,alphafold3,284,0.0702099362486,-0.008526036647112229,0.15389681395066102,0.0802,20000,0.018320392889346393,-0.11779246963885746,0.15193958086201365,0.793,20000
mean,onionnet-2,100,gnina-apo,gnina-af3,285,0.09655269946575834,0.040817716479022804,0.15460555082720137,0.0008,20000,-0.3141291568164801,-0.40528838624317565,-0.2260671717920283,0.0,20000
